tblUploadID,tblHaulID,tblPredatorInformationID,tblPreyInformationID,Ship,Gear,HaulNo,StationNumber,Year,Month,Day,Time,FishID,AphiaIDPredator,AphiaIDPrey,IdentMet,DigestionStage,GravMethod,SubFactor,PreySequence,Count,UnitWgt,Weight,UnitLngt,Length,OtherItems,OtherCount,OtherWgt,AnalysingOrg,Notes
8540,21257,170250,273341,260000,TV3,2,17,2016,3,5,0715,7263779,126436,126425,NA,1,WETWT,1,25,1,g,5.83,mm,89,NA,NA,NA,2195,oto
8540,21257,170253,273342,260000,TV3,2,17,2016,3,5,0715,7263782,126436,NA,NA,NA,WETWT,1,28,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21257,170268,273343,260000,TV3,2,17,2016,3,5,0715,7263798,126436,NA,NA,NA,WETWT,1,54,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21258,170271,273344,260000,TV3,3,19,2016,3,5,0952,7263992,126436,149668,NA,NA,WETWT,1,57,8,g,0.46,NA,NA,NA,NA,NA,2195,NA
8540,21259,170288,273345,260000,TV3,6,33,2016,3,6,0815,7264088,126436,NA,NA,NA,WETWT,1,81,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21259,170312,273346,260000,TV3,6,33,2016,3,6,0815,7264116,126436,NA,NA,NA,WETWT,1,117,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170320,273347,260000,TV3,8,37,2016,3,6,1455,7264432,126436,126417,NA,0,WETWT,1,137,1,g,29.75,mm,165,NA,NA,NA,2195,NA
8540,21228,170320,273348,260000,TV3,8,37,2016,3,6,1455,7264432,126436,11676,NA,NA,WETWT,1,138,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170320,273349,260000,TV3,8,37,2016,3,6,1455,7264432,126436,11676,NA,2,WETWT,1,139,1,g,0.1,mm,53,NA,NA,NA,2195,NA
8540,21228,170320,273350,260000,TV3,8,37,2016,3,6,1455,7264432,126436,11676,NA,1,WETWT,1,140,1,g,0.71,mm,66,NA,NA,NA,2195,NA
8540,21228,170334,273351,260000,TV3,8,37,2016,3,6,1455,7264446,126436,NA,NA,NA,WETWT,1,171,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170337,273352,260000,TV3,8,37,2016,3,6,1455,7264449,126436,NA,NA,NA,WETWT,1,175,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170345,273353,260000,TV3,8,37,2016,3,6,1455,7264458,126436,NA,NA,NA,WETWT,1,184,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170349,273354,260000,TV3,9,51,2016,3,7,0452,7264496,126436,NA,NA,NA,WETWT,1,188,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170349,273355,260000,TV3,9,51,2016,3,7,0452,7264496,126436,126425,NA,0,WETWT,1,189,1,g,17.87,mm,135,NA,NA,NA,2195,NA
8540,21229,170349,273356,260000,TV3,9,51,2016,3,7,0452,7264496,126436,126425,NA,0,WETWT,1,190,1,g,12.29,mm,118,NA,NA,NA,2195,NA
8540,21229,170349,273357,260000,TV3,9,51,2016,3,7,0452,7264496,126436,125464,NA,1,WETWT,1,191,1,g,5.44,mm,92,NA,NA,NA,2195,NA
8540,21229,170349,273358,260000,TV3,9,51,2016,3,7,0452,7264496,126436,11676,NA,2,WETWT,1,192,1,g,0.09,NA,NA,NA,NA,NA,2195,NA
8540,21229,170349,273359,260000,TV3,9,51,2016,3,7,0452,7264496,126436,126425,NA,0,WETWT,1,193,1,g,15.28,NA,NA,NA,NA,NA,2195,NA
8540,21229,170352,273360,260000,TV3,9,51,2016,3,7,0452,7264499,126436,NA,NA,NA,WETWT,1,197,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170352,273361,260000,TV3,9,51,2016,3,7,0452,7264499,126436,11676,NA,2,WETWT,1,198,2,g,0.29,NA,NA,NA,NA,NA,2195,NA
8540,21229,170352,273362,260000,TV3,9,51,2016,3,7,0452,7264499,126436,126425,NA,1,WETWT,1,199,1,g,6.75,mm,90,NA,NA,NA,2195,NA
8540,21229,170352,273363,260000,TV3,9,51,2016,3,7,0452,7264499,126436,126425,NA,1,WETWT,1,200,1,g,5.64,mm,89,NA,NA,NA,2195,NA
8540,21229,170361,273364,260000,TV3,9,51,2016,3,7,0452,7264508,126436,126425,NA,0,WETWT,1,216,1,g,13.61,mm,105,NA,NA,NA,2195,NA
8540,21229,170361,273365,260000,TV3,9,51,2016,3,7,0452,7264508,126436,149668,NA,NA,WETWT,1,217,1,g,0.03,NA,NA,NA,NA,NA,2195,NA
8540,21229,170364,273366,260000,TV3,9,51,2016,3,7,0452,7264511,126436,NA,NA,NA,WETWT,1,220,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170367,273367,260000,TV3,9,51,2016,3,7,0452,7264514,126436,126425,NA,1,WETWT,1,223,1,g,3.76,mm,75,NA,NA,NA,2195,NA
8540,21257,170246,273368,260000,TV3,2,17,2016,3,5,0715,7263774,126436,NA,NA,NA,WETWT,1,15,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21257,170265,273369,260000,TV3,2,17,2016,3,5,0715,7263795,126436,NA,NA,NA,WETWT,1,52,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21257,170267,273370,260000,TV3,2,17,2016,3,5,0715,7263797,126436,NA,NA,NA,WETWT,1,53,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21258,170270,273371,260000,TV3,3,19,2016,3,5,0952,7263991,126436,NA,NA,NA,WETWT,1,56,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21259,170286,273372,260000,TV3,6,33,2016,3,6,0815,7264086,126436,126425,NA,0,WETWT,1,79,1,g,11.69,mm,128,NA,NA,NA,2195,NA
8540,21259,170286,273373,260000,TV3,6,33,2016,3,6,0815,7264086,126436,11676,NA,2,WETWT,1,80,1,g,0.44,NA,NA,NA,NA,NA,2195,NA
8540,21259,170296,273374,260000,TV3,6,33,2016,3,6,0815,7264096,126436,1137,NA,NA,WETWT,1,90,9,g,0.18,NA,NA,NA,NA,NA,2195,NA
8540,21259,170304,273375,260000,TV3,6,33,2016,3,6,0815,7264107,126436,NA,NA,NA,WETWT,1,101,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170319,273376,260000,TV3,8,37,2016,3,6,1455,7264431,126436,11676,NA,NA,WETWT,1,130,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170319,273377,260000,TV3,8,37,2016,3,6,1455,7264431,126436,126425,NA,0,WETWT,1,131,1,g,11.56,mm,118,NA,NA,NA,2195,NA
8540,21228,170319,273378,260000,TV3,8,37,2016,3,6,1455,7264431,126436,11676,NA,2,WETWT,1,132,1,g,0.13,mm,60,NA,NA,NA,2195,NA
8540,21228,170319,273379,260000,TV3,8,37,2016,3,6,1455,7264431,126436,11676,NA,2,WETWT,1,133,1,g,0.39,mm,118,NA,NA,NA,2195,NA
8540,21228,170319,273380,260000,TV3,8,37,2016,3,6,1455,7264431,126436,126425,NA,0,WETWT,1,134,1,g,11.15,mm,105,NA,NA,NA,2195,NA
8540,21228,170319,273381,260000,TV3,8,37,2016,3,6,1455,7264431,126436,11676,NA,NA,WETWT,1,135,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170319,273382,260000,TV3,8,37,2016,3,6,1455,7264431,126436,125464,NA,1,WETWT,1,136,1,g,4.62,mm,85,NA,NA,NA,2195,NA
8540,21228,170323,273383,260000,TV3,8,37,2016,3,6,1455,7264435,126436,11676,NA,NA,WETWT,1,145,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170323,273384,260000,TV3,8,37,2016,3,6,1455,7264435,126436,11676,NA,NA,WETWT,1,146,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170323,273385,260000,TV3,8,37,2016,3,6,1455,7264435,126436,125464,NA,1,WETWT,1,147,1,g,2.26,mm,80,NA,NA,NA,2195,NA
8540,21228,170323,273386,260000,TV3,8,37,2016,3,6,1455,7264435,126436,11676,NA,2,WETWT,1,148,1,g,0.16,mm,92,NA,NA,NA,2195,NA
8540,21228,170331,273387,260000,TV3,8,37,2016,3,6,1455,7264443,126436,1019642,NA,NA,WETWT,1,163,1,g,0.24,NA,NA,NA,NA,NA,2195,NA
8540,21228,170332,273388,260000,TV3,8,37,2016,3,6,1455,7264444,126436,NA,NA,NA,WETWT,1,164,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21228,170338,273389,260000,TV3,8,37,2016,3,6,1455,7264450,126436,NA,NA,NA,WETWT,1,176,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170362,273390,260000,TV3,9,51,2016,3,7,0452,7264509,126436,NA,NA,NA,WETWT,1,218,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170365,273391,260000,TV3,9,51,2016,3,7,0452,7264512,126436,NA,NA,NA,WETWT,1,221,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170368,273392,260000,TV3,9,51,2016,3,7,0452,7264515,126436,NA,NA,NA,WETWT,1,225,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21229,170368,273393,260000,TV3,9,51,2016,3,7,0452,7264515,126436,11676,NA,2,WETWT,1,226,1,g,0.4,mm,95,NA,NA,NA,2195,NA
8540,21229,170368,273394,260000,TV3,9,51,2016,3,7,0452,7264515,126436,126425,NA,1,WETWT,1,227,1,g,9.71,mm,98,NA,NA,NA,2195,NA
8540,21229,170368,273395,260000,TV3,9,51,2016,3,7,0452,7264515,126436,126425,NA,1,WETWT,1,228,1,g,6.17,mm,93,NA,NA,NA,2195,oto
8540,21230,170389,273396,260000,TV3,10,53,2016,3,7,0653,7264668,126436,NA,NA,NA,WETWT,1,264,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21230,170389,273397,260000,TV3,10,53,2016,3,7,0653,7264668,126436,11676,NA,2,WETWT,1,265,1,g,0.27,mm,85,NA,NA,NA,2195,NA
8540,21230,170389,273398,260000,TV3,10,53,2016,3,7,0653,7264668,126436,126425,NA,1,WETWT,1,266,1,g,8.05,mm,110,NA,NA,NA,2195,NA
8540,21257,170251,273399,260000,TV3,2,17,2016,3,5,0715,7263780,126436,NA,NA,NA,WETWT,1,26,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8540,21257,170259,273400,260000,TV3,2,17,2016,3,5,0715,7263788,126436,NA,NA,NA,WETWT,1,34,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
