tblUploadID,tblHaulID,tblPredatorInformationID,tblPreyInformationID,Ship,Gear,HaulNo,StationNumber,Year,Month,Day,Time,FishID,AphiaIDPredator,AphiaIDPrey,IdentMet,DigestionStage,GravMethod,SubFactor,PreySequence,Count,UnitWgt,Weight,UnitLngt,Length,OtherItems,OtherCount,OtherWgt,AnalysingOrg,Notes
8521,20602,163193,261378,260000,TV3,9,58,2017,11,6,0525,7604048,126436,NA,NA,NA,WETWT,1,220,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163193,261379,260000,TV3,9,58,2017,11,6,0525,7604048,126436,126425,NA,1,WETWT,1,221,1,g,1.26,mm,54,NA,NA,NA,2195,NA
8521,20602,163202,261380,260000,TV3,9,58,2017,11,6,0525,7604058,126436,NA,NA,NA,WETWT,1,231,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163262,261381,260000,TV3,10,60,2017,11,6,0714,7604432,126436,NA,NA,NA,WETWT,1,357,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163262,261382,260000,TV3,10,60,2017,11,6,0714,7604432,126436,149668,NA,NA,WETWT,1,358,4,g,0.17,NA,NA,NA,NA,NA,2195,NA
8521,20603,163265,261383,260000,TV3,10,60,2017,11,6,0714,7604435,126436,NA,NA,NA,WETWT,1,361,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163265,261384,260000,TV3,10,60,2017,11,6,0714,7604435,126436,126425,NA,0,WETWT,1,362,1,g,10.78,mm,115,NA,NA,NA,2195,NA
8521,20603,163267,261385,260000,TV3,10,60,2017,11,6,0714,7604437,126436,11676,NA,NA,WETWT,1,363,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163276,261386,260000,TV3,10,60,2017,11,6,0714,7604446,126436,149668,NA,NA,WETWT,1,391,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163283,261387,260000,TV3,10,60,2017,11,6,0714,7604453,126436,149668,NA,NA,WETWT,1,398,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163207,261388,260000,TV3,11,61,2017,11,6,0930,7604210,126436,126425,NA,1,WETWT,1,252,1,g,15.59,mm,131,NA,NA,NA,2195,NA
8521,20604,163207,261389,260000,TV3,11,61,2017,11,6,0930,7604210,126436,126417,NA,1,WETWT,1,253,1,g,6.36,mm,94,NA,NA,NA,2195,Oto
8521,20604,163207,261390,260000,TV3,11,61,2017,11,6,0930,7604210,126436,11676,NA,NA,WETWT,1,254,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163210,261391,260000,TV3,11,61,2017,11,6,0930,7604213,126436,149668,NA,NA,WETWT,1,259,2,g,0.04,NA,NA,NA,NA,NA,2195,NA
8521,20604,163210,261392,260000,TV3,11,61,2017,11,6,0930,7604213,126436,126425,NA,0,WETWT,1,260,1,g,14.44,mm,130,NA,NA,NA,2195,NA
8521,20605,163233,261393,260000,TV3,12,64,2017,11,6,1244,7604304,126436,126425,NA,0,WETWT,1,306,1,g,13.24,mm,126,NA,NA,NA,2195,NA
8521,20605,163251,261394,260000,TV3,12,64,2017,11,6,1244,7604322,126436,293511,NA,NA,WETWT,1,345,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20605,163257,261395,260000,TV3,12,64,2017,11,6,1244,7604328,126436,1135,NA,NA,WETWT,1,351,1,g,0.02,NA,NA,NA,NA,NA,2195,NA
8521,20605,163257,261396,260000,TV3,12,64,2017,11,6,1244,7604328,126436,293511,NA,NA,WETWT,1,352,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20605,163260,261397,260000,TV3,12,64,2017,11,6,1244,7604331,126436,NA,NA,NA,WETWT,1,355,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20606,163393,261398,260000,TV3,23,110,2017,11,8,1232,7605198,126436,126425,NA,1,WETWT,1,563,1,g,4.09,mm,78,NA,NA,NA,2195,Oto
8521,20606,163393,261399,260000,TV3,23,110,2017,11,8,1232,7605198,126436,NA,NA,NA,WETWT,1,564,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20606,163410,261400,260000,TV3,23,110,2017,11,8,1232,7605215,126436,NA,NA,NA,WETWT,1,574,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20607,163297,261401,260000,TV3,24,125,2017,11,9,0546,7604657,126436,NA,NA,NA,WETWT,1,418,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20607,163305,261402,260000,TV3,24,125,2017,11,9,0546,7604665,126436,1066,NA,NA,WETWT,1,428,NA,NA,NA,NA,NA,NA,NA,NA,2195,Kommakrebs
8521,20607,163307,261403,260000,TV3,24,125,2017,11,9,0546,7604667,126436,1066,NA,NA,WETWT,1,430,NA,NA,NA,NA,NA,NA,NA,NA,2195,Kommakrebs
8521,20610,163355,261404,260000,TV3,27,130,2017,11,9,1211,7604903,126436,125537,NA,0,WETWT,1,488,1,g,0.38,mm,38,NA,NA,NA,2195,NA
8521,20610,163355,261405,260000,TV3,27,130,2017,11,9,1211,7604903,126436,NA,NA,NA,WETWT,1,489,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20610,163355,261406,260000,TV3,27,130,2017,11,9,1211,7604903,126436,149668,NA,NA,WETWT,1,490,1,g,0.05,NA,NA,NA,NA,NA,2195,NA
8521,20610,163359,261407,260000,TV3,27,130,2017,11,9,1211,7604907,126436,NA,NA,NA,WETWT,1,494,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20610,163363,261408,260000,TV3,27,130,2017,11,9,1211,7604911,126436,149668,NA,NA,WETWT,1,498,1,g,0.04,NA,NA,NA,NA,NA,2195,NA
8521,20610,163363,261409,260000,TV3,27,130,2017,11,9,1211,7604911,126436,293511,NA,NA,WETWT,1,499,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20611,163371,261410,260000,TV3,28,146,2017,11,10,0522,7604961,126436,NA,NA,NA,WETWT,1,510,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20611,163371,261411,260000,TV3,28,146,2017,11,10,0522,7604961,126436,107552,NA,NA,WETWT,1,511,1,g,0.2,NA,NA,NA,NA,NA,2195,NA
8521,20611,163371,261412,260000,TV3,28,146,2017,11,10,0522,7604961,126436,149668,NA,NA,WETWT,1,512,1,g,0.08,NA,NA,NA,NA,NA,2195,NA
8521,20611,163371,261413,260000,TV3,28,146,2017,11,10,0522,7604961,126436,125537,NA,1,WETWT,1,513,1,g,0.19,mm,30,NA,NA,NA,2195,NA
8521,20611,163375,261414,260000,TV3,28,146,2017,11,10,0522,7604965,126436,149668,NA,NA,WETWT,1,517,2,g,0.13,NA,NA,NA,NA,NA,2195,NA
8521,20611,163375,261415,260000,TV3,28,146,2017,11,10,0522,7604965,126436,107552,NA,NA,WETWT,1,518,1,g,0.07,NA,NA,NA,NA,NA,2195,NA
8521,20611,163376,261416,260000,TV3,28,146,2017,11,10,0522,7604966,126436,11676,NA,NA,WETWT,1,519,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20611,163376,261417,260000,TV3,28,146,2017,11,10,0522,7604966,126436,11676,NA,2,WETWT,1,520,1,g,0.14,mm,64,NA,NA,NA,2195,NA
8521,20611,163376,261418,260000,TV3,28,146,2017,11,10,0522,7604966,126436,107552,NA,NA,WETWT,1,521,6,g,1.56,NA,NA,NA,NA,NA,2195,NA
8521,20611,163376,261419,260000,TV3,28,146,2017,11,10,0522,7604966,126436,NA,NA,NA,WETWT,1,522,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20611,163376,261420,260000,TV3,28,146,2017,11,10,0522,7604966,126436,125537,NA,1,WETWT,1,523,1,g,0.33,mm,31,NA,NA,NA,2195,NA
8521,20611,163376,261421,260000,TV3,28,146,2017,11,10,0522,7604966,126436,1066,NA,NA,WETWT,1,524,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20611,163384,261422,260000,TV3,28,146,2017,11,10,0522,7604974,126436,107552,NA,NA,WETWT,1,544,6,g,0.46,NA,NA,NA,NA,NA,2195,NA
8521,20611,163389,261423,260000,TV3,28,146,2017,11,10,0522,7604979,126436,107552,NA,NA,WETWT,1,554,3,g,0.6,NA,NA,NA,NA,NA,2195,NA
8521,20603,163268,261424,260000,TV3,10,60,2017,11,6,0714,7604438,126436,NA,NA,NA,WETWT,1,364,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163204,261425,260000,TV3,11,61,2017,11,6,0930,7604207,126436,126425,NA,0,WETWT,1,237,1,g,11.88,mm,119,NA,NA,NA,2195,NA
8521,20604,163204,261426,260000,TV3,11,61,2017,11,6,0930,7604207,126436,126425,NA,0,WETWT,1,238,1,g,13.18,mm,122,NA,NA,NA,2195,NA
8521,20604,163217,261427,260000,TV3,11,61,2017,11,6,0930,7604220,126436,NA,NA,NA,WETWT,1,271,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163217,261428,260000,TV3,11,61,2017,11,6,0930,7604220,126436,1135,NA,NA,WETWT,1,272,2,g,0.05,NA,NA,NA,NA,NA,2195,NA
8521,20604,163220,261429,260000,TV3,11,61,2017,11,6,0930,7604223,126436,126425,NA,1,WETWT,1,280,1,g,2.79,mm,71,NA,NA,NA,2195,Oto
8521,20604,163220,261430,260000,TV3,11,61,2017,11,6,0930,7604223,126436,126425,NA,1,WETWT,1,281,1,g,2.13,mm,75,NA,NA,NA,2195,Oto
8521,20604,163220,261431,260000,TV3,11,61,2017,11,6,0930,7604223,126436,NA,NA,NA,WETWT,1,282,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163220,261432,260000,TV3,11,61,2017,11,6,0930,7604223,126436,149668,NA,NA,WETWT,1,283,3,g,0.08,NA,NA,NA,NA,NA,2195,NA
8521,20604,163222,261433,260000,TV3,11,61,2017,11,6,0930,7604225,126436,11676,NA,2,WETWT,1,285,1,g,0.27,mm,105,NA,NA,NA,2195,NA
8521,20604,163222,261434,260000,TV3,11,61,2017,11,6,0930,7604225,126436,149668,NA,NA,WETWT,1,286,2,g,0.09,NA,NA,NA,NA,NA,2195,NA
8521,20604,163224,261435,260000,TV3,11,61,2017,11,6,0930,7604227,126436,293511,NA,NA,WETWT,1,288,1,g,0.12,NA,NA,NA,NA,NA,2195,NA
8521,20605,163231,261436,260000,TV3,12,64,2017,11,6,1244,7604302,126436,NA,NA,NA,WETWT,1,296,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20605,163231,261437,260000,TV3,12,64,2017,11,6,1244,7604302,126436,126505,NA,1,WETWT,1,297,1,g,0.93,mm,50,NA,NA,NA,2195,NA
8521,20605,163231,261438,260000,TV3,12,64,2017,11,6,1244,7604302,126436,126505,NA,2,WETWT,1,298,1,g,0.03,mm,32,NA,NA,NA,2195,NA
8521,20605,163231,261439,260000,TV3,12,64,2017,11,6,1244,7604302,126436,126425,NA,1,WETWT,1,299,1,g,10.47,mm,116,NA,NA,NA,2195,NA
8521,20605,163241,261440,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,310,1,g,1.1,mm,39,NA,NA,NA,2195,NA
8521,20605,163241,261441,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,311,1,g,0.67,mm,42,NA,NA,NA,2195,NA
8521,20605,163241,261442,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,312,1,g,1.73,mm,45,NA,NA,NA,2195,NA
8521,20605,163241,261443,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,313,1,g,0.89,mm,64,NA,NA,NA,2195,NA
8521,20605,163241,261444,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,314,1,g,1.86,mm,53,NA,NA,NA,2195,NA
8521,20605,163241,261445,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,315,1,g,2.24,mm,60,NA,NA,NA,2195,NA
8521,20605,163241,261446,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,316,1,g,2.24,mm,51,NA,NA,NA,2195,NA
8521,20605,163241,261447,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,317,1,g,1.19,mm,60,NA,NA,NA,2195,NA
8521,20605,163241,261448,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,318,1,g,1.45,mm,64,NA,NA,NA,2195,NA
8521,20605,163241,261449,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126425,NA,0,WETWT,1,319,1,g,15.15,mm,133,NA,NA,NA,2195,NA
8521,20605,163241,261450,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,320,1,g,1.9,mm,62,NA,NA,NA,2195,NA
8521,20605,163241,261451,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126425,NA,1,WETWT,1,321,1,g,6.22,mm,88,NA,NA,NA,2195,NA
8521,20605,163241,261452,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126425,NA,0,WETWT,1,322,1,g,13.33,mm,125,NA,NA,NA,2195,NA
8521,20605,163241,261453,260000,TV3,12,64,2017,11,6,1244,7604312,126436,126505,NA,1,WETWT,1,323,1,g,1.2,mm,54,NA,NA,NA,2195,NA
8521,20600,163140,261454,260000,TV3,5,36,2017,11,5,0727,7603899,126436,11676,NA,NA,WETWT,1,152,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163140,261455,260000,TV3,5,36,2017,11,5,0727,7603899,126436,11676,NA,NA,WETWT,1,153,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163150,261456,260000,TV3,5,36,2017,11,5,0727,7603909,126436,NA,NA,NA,WETWT,1,159,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163166,261457,260000,TV3,6,38,2017,11,5,0949,7603925,126436,NA,NA,NA,WETWT,1,168,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163167,261458,260000,TV3,6,38,2017,11,5,0949,7603926,126436,126505,NA,1,WETWT,1,169,1,g,1.53,mm,52,NA,NA,NA,2195,NA
8521,20601,163167,261459,260000,TV3,6,38,2017,11,5,0949,7603926,126436,NA,NA,NA,WETWT,1,170,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163183,261460,260000,TV3,9,58,2017,11,6,0525,7604038,126436,NA,NA,NA,WETWT,1,194,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163183,261461,260000,TV3,9,58,2017,11,6,0525,7604038,126436,NA,NA,NA,WETWT,1,195,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163190,261462,260000,TV3,9,58,2017,11,6,0525,7604045,126436,293511,NA,NA,WETWT,1,216,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163200,261463,260000,TV3,9,58,2017,11,6,0525,7604055,126436,NA,NA,NA,WETWT,1,229,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163264,261464,260000,TV3,10,60,2017,11,6,0714,7604434,126436,NA,NA,NA,WETWT,1,360,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163273,261465,260000,TV3,10,60,2017,11,6,0714,7604443,126436,149668,NA,NA,WETWT,1,384,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163273,261466,260000,TV3,10,60,2017,11,6,0714,7604443,126436,293511,NA,NA,WETWT,1,385,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163273,261467,260000,TV3,10,60,2017,11,6,0714,7604443,126436,11676,NA,2,WETWT,1,386,1,g,0.07,mm,46,NA,NA,NA,2195,NA
8521,20603,163284,261468,260000,TV3,10,60,2017,11,6,0714,7604454,126436,149668,NA,NA,WETWT,1,399,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163206,261469,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,240,1,g,0.2,mm,70,NA,NA,NA,2195,NA
8521,20604,163206,261470,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,241,1,g,0.78,mm,80,NA,NA,NA,2195,NA
8521,20604,163206,261471,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,242,1,g,0.55,mm,78,NA,NA,NA,2195,NA
8521,20604,163206,261472,260000,TV3,11,61,2017,11,6,0930,7604209,126436,126425,NA,0,WETWT,1,243,1,g,12.62,mm,124,NA,NA,NA,2195,NA
8521,20604,163206,261473,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,NA,WETWT,1,244,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163206,261474,260000,TV3,11,61,2017,11,6,0930,7604209,126436,126425,NA,0,WETWT,1,245,1,g,12.01,mm,121,NA,NA,NA,2195,NA
8521,20604,163206,261475,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,246,1,g,0.3,mm,85,NA,NA,NA,2195,NA
8521,20604,163206,261476,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,247,1,g,0.16,mm,68,NA,NA,NA,2195,NA
8521,20604,163206,261477,260000,TV3,11,61,2017,11,6,0930,7604209,126436,126425,NA,0,WETWT,1,248,1,g,7.46,mm,103,NA,NA,NA,2195,NA
8521,20604,163206,261478,260000,TV3,11,61,2017,11,6,0930,7604209,126436,126425,NA,0,WETWT,1,249,1,g,13.27,mm,121,NA,NA,NA,2195,NA
8521,20604,163206,261479,260000,TV3,11,61,2017,11,6,0930,7604209,126436,11676,NA,2,WETWT,1,250,1,g,0.42,mm,114,NA,NA,NA,2195,NA
8521,20604,163206,261480,260000,TV3,11,61,2017,11,6,0930,7604209,126436,126425,NA,0,WETWT,1,251,1,g,13.97,mm,128,NA,NA,NA,2195,NA
8521,20604,163208,261481,260000,TV3,11,61,2017,11,6,0930,7604211,126436,11676,NA,1,WETWT,1,255,1,g,2.53,mm,74,NA,NA,NA,2195,NA
8521,20604,163208,261482,260000,TV3,11,61,2017,11,6,0930,7604211,126436,11676,NA,1,WETWT,1,256,1,g,2.12,mm,70,NA,NA,NA,2195,NA
8521,20604,163208,261483,260000,TV3,11,61,2017,11,6,0930,7604211,126436,NA,NA,NA,WETWT,1,257,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20604,163208,261484,260000,TV3,11,61,2017,11,6,0930,7604211,126436,293511,NA,NA,WETWT,1,258,2,g,2.78,NA,NA,NA,NA,NA,2195,NA
8521,20596,163038,261485,260000,TV3,1,16,2017,11,4,0532,7603403,126436,NA,NA,NA,WETWT,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20596,163046,261486,260000,TV3,1,16,2017,11,4,0532,7603411,126436,NA,NA,NA,WETWT,1,31,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20596,163047,261487,260000,TV3,1,16,2017,11,4,0532,7603412,126436,126425,NA,1,WETWT,1,32,1,g,10.22,mm,109,NA,NA,NA,2195,NA
8521,20596,163047,261488,260000,TV3,1,16,2017,11,4,0532,7603412,126436,106674,NA,NA,WETWT,1,33,1,g,0.2,NA,NA,NA,NA,NA,2195,NA
8521,20596,163047,261489,260000,TV3,1,16,2017,11,4,0532,7603412,126436,11676,NA,2,WETWT,1,34,1,g,0.02,mm,75,NA,NA,NA,2195,NA
8521,20596,163047,261490,260000,TV3,1,16,2017,11,4,0532,7603412,126436,NA,NA,NA,WETWT,1,35,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20596,163047,261491,260000,TV3,1,16,2017,11,4,0532,7603412,126436,126425,NA,1,WETWT,1,36,1,g,12.1,mm,116,NA,NA,NA,2195,NA
8521,20596,163052,261492,260000,TV3,1,16,2017,11,4,0532,7603417,126436,NA,NA,NA,WETWT,1,44,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20596,163063,261493,260000,TV3,1,16,2017,11,4,0532,7603428,126436,11676,NA,2,WETWT,1,54,1,g,0.06,mm,24,NA,NA,NA,2195,NA
8521,20596,163063,261494,260000,TV3,1,16,2017,11,4,0532,7603428,126436,NA,NA,NA,WETWT,1,55,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20597,163077,261495,260000,TV3,2,18,2017,11,4,0733,7603637,126436,1066,NA,NA,WETWT,1,66,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20597,163083,261496,260000,TV3,2,18,2017,11,4,0733,7603643,126436,1135,NA,NA,WETWT,1,72,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20597,163086,261497,260000,TV3,2,18,2017,11,4,0733,7603646,126436,1135,NA,NA,WETWT,1,75,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20597,163090,261498,260000,TV3,2,18,2017,11,4,0733,7603650,126436,1135,NA,NA,WETWT,1,79,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20597,163094,261499,260000,TV3,2,18,2017,11,4,0733,7603654,126436,126505,NA,1,WETWT,1,83,1,g,0.54,mm,0.54,NA,NA,NA,2195,NA
8521,20598,163101,261500,260000,TV3,3,20,2017,11,4,1126,7603751,126436,NA,NA,NA,WETWT,1,93,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163151,261501,260000,TV3,5,36,2017,11,5,0727,7603910,126436,NA,NA,NA,WETWT,1,160,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163154,261502,260000,TV3,5,36,2017,11,5,0727,7603913,126436,NA,NA,NA,WETWT,1,162,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163158,261503,260000,TV3,5,36,2017,11,5,0727,7603917,126436,NA,NA,NA,WETWT,1,165,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163168,261504,260000,TV3,6,38,2017,11,5,0949,7603927,126436,NA,NA,NA,WETWT,1,171,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163171,261505,260000,TV3,6,38,2017,11,5,0949,7603930,126436,NA,NA,NA,WETWT,1,175,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163174,261506,260000,TV3,6,38,2017,11,5,0949,7603933,126436,126505,NA,1,WETWT,1,177,1,g,0.78,mm,60,NA,NA,NA,2195,NA
8521,20601,163174,261507,260000,TV3,6,38,2017,11,5,0949,7603933,126436,126505,NA,1,WETWT,1,178,1,g,0.98,mm,52,NA,NA,NA,2195,NA
8521,20601,163174,261508,260000,TV3,6,38,2017,11,5,0949,7603933,126436,NA,NA,NA,WETWT,1,179,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20601,163174,261509,260000,TV3,6,38,2017,11,5,0949,7603933,126436,126505,NA,1,WETWT,1,180,1,g,0.51,mm,43,NA,NA,NA,2195,NA
8521,20601,163174,261510,260000,TV3,6,38,2017,11,5,0949,7603933,126436,126505,NA,1,WETWT,1,181,1,g,1.64,mm,60,NA,NA,NA,2195,NA
8521,20602,163191,261511,260000,TV3,9,58,2017,11,6,0525,7604046,126436,293511,NA,NA,WETWT,1,217,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163194,261512,260000,TV3,9,58,2017,11,6,0525,7604049,126436,293511,NA,NA,WETWT,1,222,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163194,261513,260000,TV3,9,58,2017,11,6,0525,7604049,126436,1066,NA,NA,WETWT,1,223,3,g,0.13,NA,NA,NA,NA,NA,2195,NA
8521,20602,163201,261514,260000,TV3,9,58,2017,11,6,0525,7604056,126436,293511,NA,NA,WETWT,1,230,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163271,261515,260000,TV3,10,60,2017,11,6,0714,7604441,126436,NA,NA,NA,WETWT,1,382,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20603,163278,261516,260000,TV3,10,60,2017,11,6,0714,7604448,126436,NA,NA,NA,WETWT,1,393,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163138,261517,260000,TV3,5,36,2017,11,5,0727,7603897,126436,NA,NA,NA,WETWT,1,141,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20600,163145,261518,260000,TV3,5,36,2017,11,5,0727,7603904,126436,293511,NA,NA,WETWT,1,157,1,g,0.85,NA,NA,NA,NA,NA,2195,NA
8521,20601,163164,261519,260000,TV3,6,38,2017,11,5,0949,7603923,126436,NA,NA,NA,WETWT,1,166,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163179,261520,260000,TV3,9,58,2017,11,6,0525,7604034,126436,11676,NA,2,WETWT,1,189,1,g,0.16,mm,65,NA,NA,NA,2195,NA
8521,20602,163179,261521,260000,TV3,9,58,2017,11,6,0525,7604034,126436,11676,NA,2,WETWT,1,190,1,g,0.29,mm,99,NA,NA,NA,2195,NA
8521,20602,163186,261522,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,199,1,g,10,mm,84,NA,NA,NA,2195,NA
8521,20602,163186,261523,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,200,1,g,5.26,mm,84,NA,NA,NA,2195,NA
8521,20602,163186,261524,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,201,1,g,7.26,mm,88,NA,NA,NA,2195,NA
8521,20602,163186,261525,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,202,1,g,5.52,mm,75,NA,NA,NA,2195,NA
8521,20602,163186,261526,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,NA,WETWT,1,203,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
8521,20602,163186,261527,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,204,1,g,9.76,mm,86,NA,NA,NA,2195,NA
8521,20602,163186,261528,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,205,1,g,9.59,mm,90,NA,NA,NA,2195,NA
8521,20602,163186,261529,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,206,1,g,10.7,mm,92,NA,NA,NA,2195,NA
8521,20602,163186,261530,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,207,1,g,7.79,mm,83,NA,NA,NA,2195,NA
8521,20602,163186,261531,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,208,1,g,2.17,mm,60,NA,NA,NA,2195,NA
8521,20602,163186,261532,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,209,1,g,2.49,mm,59,NA,NA,NA,2195,NA
8521,20602,163186,261533,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,210,1,g,0.99,mm,65,NA,NA,NA,2195,NA
8521,20602,163186,261534,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,211,1,g,6.71,mm,80,NA,NA,NA,2195,NA
8521,20602,163186,261535,260000,TV3,9,58,2017,11,6,0525,7604041,126436,126425,NA,1,WETWT,1,212,1,g,6.14,mm,82,NA,NA,NA,2195,NA
8521,20602,163189,261536,260000,TV3,9,58,2017,11,6,0525,7604044,126436,293511,NA,NA,WETWT,1,215,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA
