tblUploadID,tblHaulID,Ship,Gear,HaulNo,StationNumber,Year,Month,Day,Time,ShootLat,ShootLong,HaulLat,HaulLong,ICESrectangle,Depth,Survey,ICESDatabase,Notes
11679,28499,06NI,GOV,4,454,2022,7,22,0724,53.3568,4.0768,53.3568,4.0768,35F4,27,G2829,Y,NA
12700,30007,77SE,GOV,37,173,2022,8,29,1435,56.3717,12.2571,56.4025,12.2582,41G2,34,IBTS,Y,Shoot: Svereg_note: 7 NW Kullen.0630
9620,24559,64T2,GOV,7,Inf,2022,1,26,0727,54.7809,4.9299,54.7809,4.9299,38F4,NA,IBTS,Y,NA
11679,28506,06NI,GOV,8,458,2022,8,7,0725,54.2335,6.1153,54.2335,6.1153,37F6,39,G2829,Y,NA
12690,29809,77SE,GOV,7,12,2022,1,23,0846,56.9604,6.5119,56.9619,6.4609,42F6,53,IBTS,Y,Kortade halet något  stack upp en bula på botten
11678,28488,06NI,GOV,2,76,2022,2,8,1357,55.1857,5.8237,55.1857,5.8237,39F5,40,G1022,Y,NA
12700,30034,77SE,GOV,34,170,2022,8,29,0516,56.2139,10.961,56.2439,10.9681,41G0,22,IBTS,Y,Home: Svereg_note: 7N Hjelm.0627
12690,29820,77SE,GOV,23,30,2022,1,28,0812,56.3988,12.2579,56.3682,12.2628,41G2,33,IBTS,Y,Började söderifrån  fick ingen öppn. kanske var trålen upprullad snett från gårdagen. Satte om från
8526,20813,26D4,GOV,34,106,2022,8,26,0756,52.8489,4.114,52.8395,4.1021,34F4,28,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
8537,21118,26HF,GOV,16,65,2022,2,8,1241,55.3926,-0.4655,55.3723,-0.4184,39E9,68,IBTS,Y,NA
11679,28525,06NI,GOV,29,479,2022,8,14,0711,54.7825,7.508,54.7825,7.508,38F7,23,G2829,Y,NA
12700,30033,77SE,GOV,43,179,2022,8,31,0519,57.1809,12.0667,57.2096,12.05,43G2,30,IBTS,Y,Home: Svereg_note: Inre Värötuben.0636
12700,29997,77SE,GOV,23,159,2022,8,26,0938,57.454,8.5339,57.4566,8.591,43F8,54,IBTS,Y,Shoot: Svereg_note: 20 N Hanstholm.0615
9620,24555,64T2,GOV,9,Inf,2022,1,26,1213,54.3593,5.5629,54.3593,5.5629,37F5,NA,IBTS,Y,NA
8526,20792,26D4,GOV,45,140,2022,8,29,0527,53.1251,1.7509,53.151,1.7834,35F1,37,IBTS,Y,wing dist 21m. Stationen er overført fra SIS.
8526,20803,26D4,GOV,24,76,2022,8,23,0227,55.0705,4.7888,55.052,4.8369,39F4,41,IBTS,Y,wing dist 21m. Stationen er overført fra SIS.
12700,29992,77SE,GOV,13,148,2022,8,24,0547,57.9311,9.6352,57.9205,9.5814,44F9,123,IBTS,Y,Shoot: Svereg_note: 23 NNW Hirtshals.0604
8526,20791,26D4,GOV,44,139,2022,8,29,0234,53.4166,1.571,53.4472,1.5837,35F1,30,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
12700,30023,77SE,GOV,5,140,2022,8,22,0520,57.8107,10.8253,57.8254,10.8759,44G0,71,IBTS,Y,Shoot: Svereg_note: 9 NE Skagen.0594
12690,29833,77SE,GOV,32,39,2022,2,1,0717,57.5421,11.5841,57.559,11.6206,44G1,47,IBTS,Y,Halet kortades ngt på av ankrat fartyg nära spåret
11679,28517,06NI,GOV,5,455,2022,8,6,0735,53.8553,7.458,53.8553,7.458,36F7,23,G2829,Y,NA
11679,28514,06NI,GOV,17,467,2022,8,10,0707,55.7845,4.8195,55.7845,4.8195,40F4,38,G2829,Y,NA
8526,20790,26D4,GOV,49,153,2022,8,30,0611,53.4615,0.6681,53.4938,0.6758,35F0,90,IBTS,Y,wing dist 24m. Stationen er overført fra SIS.
12693,29867,77U3,TV3,5,5,2022,11,1,1338,55.9387,12.6985,55.9534,12.6929,40G2,30,SSS,Y,NA
11678,28491,06NI,GOV,5,87,2022,2,9,1529,55.8003,5.5862,55.8003,5.5862,40F5,46,G1022,Y,NA
11679,28528,06NI,GOV,19,469,2022,8,10,1509,56.5588,5.2567,56.5588,5.2567,42F5,58,G2829,Y,NA
12700,30000,77SE,GOV,19,155,2022,8,25,0955,57.0986,6.8271,57.101,6.767,43F6,60,IBTS,Y,Shoot: Svereg_note: 106.0611
8526,20832,26D4,FOT,31,136,2022,6,17,1317,54.819,6.0724,54.8196,5.9684,38F6,41,MEGS22,Y,Wing dist: 31 m. Stationen er overført fra SIS.
11679,28503,06NI,GOV,32,482,2022,8,15,0854,53.8638,6.2595,53.8638,6.2595,36F6,29,G2829,Y,NA
11678,28492,06NI,GOV,1,75,2022,2,8,0808,54.8288,6.6567,54.8288,6.6567,38F6,36,G1022,Y,NA
11679,28529,06NI,GOV,18,468,2022,8,10,1118,56.1973,5.1725,56.1973,5.1725,41F5,54,G2829,Y,NA
12690,29831,77SE,GOV,15,21,2022,1,25,1029,57.8308,10.5543,57.83,10.6125,44G0,104,IBTS,Y,NA
8526,20801,26D4,GOV,18,53,2022,8,21,0817,55.4814,1.6257,55.4596,1.5821,39F1,69,IBTS,Y,Stationen er overført fra SIS.
9620,24546,64T2,GOV,42,4.1e+43,2022,2,16,1303,56.1745,0.8148,56.1745,0.8148,41F0,NA,IBTS,Y,NA
8526,20793,26D4,GOV,46,142,2022,8,29,0943,53.1758,2.6358,53.2043,2.6673,35F2,33,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
12692,29856,77U3,TV3,4,4,2022,3,14,1458,55.9425,12.63,55.9561,12.639,40G2,19,SSS,Y,skal 2 38 kg.
12700,30022,77SE,GOV,2,137,2022,8,21,0822,57.6439,10.7653,57.6179,10.7351,44G0,25,IBTS,Y,Touchdown: Svereg_note: 8 SE Skagen.0591 Svereg_note: 8 SE Skagen.0591
11679,28502,06NI,GOV,31,481,2022,8,15,0650,53.8113,5.8838,53.8113,5.8838,36F5,28,G2829,Y,NA
12700,29993,77SE,GOV,14,149,2022,8,24,0807,57.8489,9.7566,57.8428,9.7103,44F9,53,IBTS,Y,Shoot: Svereg_note: 17 NW Hirtshals.0605
11679,28507,06NI,GOV,6,456,2022,8,6,1123,54.1983,7.6273,54.1983,7.6273,37F7,38,G2829,Y,NA
11679,28513,06NI,GOV,16,466,2022,8,9,1407,55.6567,3.7343,55.6567,3.7343,40F3,41,G2829,Y,NA
12690,29832,77SE,GOV,34,41,2022,2,1,1226,57.6497,10.9972,57.6727,10.9592,44G0,31,IBTS,Y,Home: Svereg_note: Hertas flak.0117
12692,29860,77U3,TV3,8,9,2022,3,16,0805,55.8512,12.7492,55.8352,12.7508,40G2,33,SSS,Y,Inga sensorer  uppskattade värden. 0 5 sjöborre.
8526,20845,26D4,GOV,13,41,2022,8,20,0231,56.3735,4.333,56.3477,4.3692,41F4,66,IBTS,Y,wing dist 21m. Stationen er overført fra SIS.
8537,21127,26HF,GOV,5,20,2022,2,1,0730,56.0641,7.1951,56.0598,7.1632,41F7,30,IBTS,Y,NA
12690,29821,77SE,GOV,24,31,2022,1,28,1019,56.3412,12.6016,56.352,12.5692,41G2,23,IBTS,Y,Kortat halet. Tyckte jag såg sill på botten  men det var Aphia....
8526,20821,26D4,FOT,19,77,2022,6,13,1319,56.2734,2.7357,56.2976,2.7783,41F2,79,MEGS22,Y,VA 37. Stationen er overført fra SIS.
11679,28518,06NI,GOV,13,463,2022,8,8,1504,54.1882,3.5393,54.1882,3.5393,37F3,43,G2829,Y,NA
8526,20843,26D4,GOV,20,64,2022,8,22,0229,55.4532,2.3496,55.4549,2.4087,39F2,42,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
8526,20834,26D4,FOT,14,58,2022,6,12,0846,56.4301,7.7497,56.4204,7.6889,41F7,28,MEGS22,Y,Stationen er overført fra SIS.
9620,24556,64T2,GOV,6,Inf,2022,1,25,1545,54.2941,8.1141,54.2941,8.1141,37F8,NA,IBTS,Y,NA
12700,30011,77SE,GOV,33,169,2022,8,28,1243,56.6211,11.8311,56.5911,11.82,42G1,34,IBTS,Y,Liftoff: Svereg_note: 7 S Anholt Knob.0625
12690,29823,77SE,GOV,19,26,2022,1,26,1513,56.6304,11.8336,56.6,11.8263,42G1,34,IBTS,Y,NA
11679,28522,06NI,GOV,14,464,2022,8,9,0730,54.8035,3.6978,54.8035,3.6978,38F3,46,G2829,Y,NA
11679,28498,06NI,GOV,11,461,2022,8,8,0723,53.3632,3.408,53.3632,3.408,35F3,29,G2829,Y,NA
12693,29863,77U3,TV3,1,1,2022,10,31,1113,55.8511,12.7512,55.8387,12.7499,40G2,33,SSS,Y,NA
12690,29834,77SE,GOV,33,40,2022,2,1,1003,57.6902,11.3468,57.662,11.3671,44G1,64,IBTS,Y,Satte om från andra änden av draget pga dålig öppning
9620,24545,64T2,GOV,29,4e+230,2022,2,9,1545,55.6576,2.7001,55.6576,2.7001,40F2,NA,IBTS,Y,NA
11679,28511,06NI,GOV,24,474,2022,8,12,1007,55.1585,5.7862,55.1585,5.7862,39F5,46,G2829,Y,NA
8346,7299,11BU,BMT,30,NA,2022,11,16,1438,51.6028,2.5436,51.5782,2.5733,32F2,NA,NA,N,NA
11679,28520,06NI,GOV,22,472,2022,8,11,1523,54.7532,4.7882,54.7532,4.7882,38F4,45,G2829,Y,NA
8526,20794,26D4,GOV,47,144,2022,8,29,1139,53.3588,2.6802,53.3911,2.6968,35F2,30,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
9620,24560,64T2,GOV,18,Inf,2022,2,2,1454,55.3834,-0.2593,55.3834,-0.2593,39E9,NA,IBTS,Y,NA
8526,20805,26D4,GOV,25,77,2022,8,23,0605,55.1077,5.6242,55.0946,5.6756,39F5,44,IBTS,Y,wing dist 21m. Stationen er overført fra SIS.
8526,20831,26D4,FOT,30,133,2022,6,17,0936,54.6937,6.5869,54.7475,6.5598,38F6,40,MEGS22,Y,Wing dist: 35 m. Stationen er overført fra SIS.
12700,30020,77SE,GOV,46,182,2022,8,31,1331,57.3207,11.5771,57.3461,11.5848,43G1,63,IBTS,Y,Liftoff: 2022-08-31 16:00:09 Svereg_note: 10 WNW Nidingen.0639
8526,20816,26D4,GOV,31,95,2022,8,25,1151,54.1486,3.846,54.1259,3.8046,37F3,46,IBTS,Y,wing dist 21m. Stationen er overført fra SIS.
12690,29838,77SE,GOV,27,34,2022,1,29,0849,57.0194,12.1999,57.0514,12.1933,43G2,30,IBTS,Y,Stormen Malik i antågande. Gick in till Varberg efter halet
8537,21115,26HF,GOV,10,38,2022,2,3,1206,55.3387,7.0492,55.3395,7.1069,39F7,30,IBTS,Y,NA
12700,29989,77SE,GOV,22,158,2022,8,26,0725,57.5164,8.3986,57.5332,8.4263,44F8,96,IBTS,Y,Shoot: Svereg_note: 23 NW Hanstholm väst.0614
12700,30021,77SE,GOV,1,136,2022,8,21,0635,57.6546,10.9908,57.6771,10.9521,44G0,31,IBTS,Y,Shoot: Svereg_note: Hertas Flak.0590 Svereg_note: Hertas Flak.0590
12700,30031,77SE,GOV,10,145,2022,8,23,0949,58.6728,10.8657,58.6426,10.8729,46G0,76,IBTS,Y,Shoot: Svereg_note: 2 SSE Persgrunden.0600
12700,30010,77SE,GOV,32,168,2022,8,28,1041,56.7992,11.8359,56.784,11.8846,42G1,45,IBTS,Y,Liftoff: Svereg_note: Fyrbanken.0624
12692,29853,77U3,TV3,1,1,2022,3,14,1141,55.9252,12.715,55.9352,12.699,40G2,39,SSS,Y,sjöborre 0 18kg.
12693,29864,77U3,TV3,2,2,2022,10,31,1301,55.7354,12.8857,55.724,12.8925,40G2,17,SSS,Y,NA
12690,29812,77SE,GOV,11,17,2022,1,24,1001,57.487,9.0895,57.4869,9.147,43F9,23,IBTS,Y,NA
8537,21126,26HF,GOV,11,40,2022,2,3,1503,55.6507,6.8598,55.6711,6.8113,40F6,35,IBTS,Y,NA
12700,29999,77SE,GOV,20,156,2022,8,25,1453,57.1862,5.7849,57.1644,5.8316,43F5,53,IBTS,Y,Shoot: Svereg_note: Babbas västra.0612
8526,20853,26D4,FOT,33,139,2022,6,18,0653,57.2648,5.1243,57.2866,5.0708,43F5,53,MEGS22,Y,VA 35. Stationen er overført fra SIS.
8526,20835,26D4,FOT,15,61,2022,6,12,1219,56.2413,7.4753,56.2089,7.4839,41F7,30,MEGS22,Y,Stationen er overført fra SIS.
12693,29872,77U3,TV3,10,10,2022,11,8,1224,55.9395,12.6289,55.9538,12.6374,40G2,19,SSS,Y,NA
8526,20824,26D4,GOV,14,42,2022,8,20,0551,56.1952,3.9373,56.2259,3.9142,41F3,69,IBTS,Y,wing dist 23m. Stationen er overført fra SIS.
8526,20798,26D4,GOV,51,156,2022,8,30,1218,54.0989,0.9705,54.1319,0.9692,37F0,50,IBTS,Y,wing dist 19m. Stationen er overført fra SIS.
11678,28490,06NI,GOV,10,101,2022,2,15,0808,55.5162,4.5728,55.5162,4.5728,40F4,33,G1022,Y,NA
12690,29830,77SE,GOV,30,37,2022,1,31,1150,57.3739,11.3187,57.396,11.3216,43G1,39,IBTS,Y,Pga av mycket tång i trålen så togs bara ungefär hälften av fångsten ombord och sorterades. Därför f
8537,21134,26HF,GOV,2,3,2022,1,28,0935,57.4868,9.1396,57.4872,9.0777,43F9,25,IBTS,Y,NA
12690,29819,77SE,GOV,22,29,2022,1,27,1329,56.3532,11.8987,56.3479,11.9549,41G1,32,IBTS,Y,Riktigt dåligt väder. 17-23 m/s i byarna. Vi låg på DP hela natten. CTD togs kl. 06 på morgonen.
9620,24564,64T2,GOV,49,4.3e+50,2022,2,19,1217,57.2228,0.5006,57.2228,0.5006,43F0,NA,IBTS,Y,NA
12700,30001,77SE,GOV,7,142,2022,8,22,1044,58.183,10.7938,58.2023,10.7542,45G0,190,IBTS,Y,Shoot: Svereg_note: 14 WSW Brofjordens Angöring.0596
12700,30012,77SE,GOV,39,175,2022,8,30,0736,56.5454,12.5451,56.5562,12.5968,42G2,24,IBTS,Y,Shoot: Svereg_note: Yttre Laholmsbukten.0632
12700,29990,77SE,GOV,24,160,2022,8,26,1139,57.5289,8.6005,57.5268,8.6381,44F8,68,IBTS,Y,Kortat pga mkt fisk på lodet. Svereg_note: 24 N Hanstholm.0616
9620,24553,64T2,GOV,23,3.7e+224,2022,2,8,0934,54.2738,2.8486,54.2738,2.8486,37F2,NA,IBTS,Y,NA
8526,20820,26D4,GOV,17,52,2022,8,21,0237,56.0902,1.2002,56.0632,1.166,41F1,82,IBTS,Y,Stationen er overført fra SIS.
8346,7302,11BU,BMT,33,NA,2022,11,16,2014,51.5497,2.6673,51.5972,2.7058,32F2,NA,NA,N,NA
12690,29808,77SE,GOV,14,20,2022,1,25,0733,57.8805,9.8153,57.8894,9.8735,44F9,60,IBTS,Y,NA
8526,20846,26D4,GOV,11,32,2022,8,19,0846,56.2854,5.3079,56.295,5.2518,41F5,54,IBTS,Y,wing dist 22m. Stationen er overført fra SIS.
8537,21119,26HF,GOV,13,52,2022,2,7,1413,54.6801,-0.2997,54.6852,-0.3567,38E9,64,IBTS,Y,NA
8526,20842,26D4,GOV,52,163,2022,8,31,0233,54.2278,1.5251,54.24,1.5778,37F1,50,IBTS,Y,wing dist 20m. Stationen er overført fra SIS.
9620,24549,64T2,GOV,1,Inf,2022,1,24,1259,52.3556,4.3938,52.3753,4.4041,33F4,NA,IBTS,Y,NA
8526,20809,26D4,FOT,9,40,2022,6,11,0425,57.246,2.7595,57.2203,2.7341,43F2,72,MEGS22,Y,wing dist: 39. Stationen er overført fra SIS.
12700,30032,77SE,GOV,42,178,2022,8,30,1520,57.018,12.2069,57.0375,12.197,43G2,32,IBTS,Y,Shoot: Svereg_note: Galtabäck.0635
11678,28489,06NI,GOV,9,91,2022,2,10,1609,55.106,7.517,55.106,7.517,39F7,23,G1022,Y,NA
8537,21130,26HF,GOV,25,96,2022,2,11,1457,56.6002,5.8956,56.5792,5.9427,42F5,51,IBTS,Y,NA
11679,28500,06NI,GOV,2,453,2022,7,21,1241,53.8792,4.7223,53.8792,4.7223,36F4,41,G2829,Y,NA
12701,30054,77SE,GOV,21,151,2023,8,27,1046,56.7982,11.8392,56.7859,11.8801,42G1,45,IBTS,Y,Shoot: Svereg_note: Fyrbanken.0643
11680,28534,06NI,GOV,15,82,2023,2,6,1111,57.8355,0.2115,57.8355,0.2115,44F0,123,G1022,Y,NA
11681,28594,06NI,GOV,4,386,2023,7,19,1704,53.5988,3.8148,53.5988,3.8148,36F3,37,G2829,Y,NA
8520,20591,26D4,GOV,47,156,2023,8,31,0240,52.6621,3.2829,52.6933,3.2717,34F3,35,IBTS,Y,Vinge afs. 19 mtr. Stationen er overført fra SIS.
8520,20562,26D4,GOV,7,21,2023,8,19,0232,56.3053,7.1875,56.3051,7.2465,41F7,33,IBTS,Y,Vingeafs ukendt. Stationen er overført fra SIS.
11681,28573,06NI,GOV,49,431,2023,7,29,0718,54.2995,7.4027,54.2995,7.4027,37F7,44,G2829,Y,NA
12701,30043,77SE,GOV,9,138,2023,8,23,1521,56.9326,7.0825,56.9613,7.1126,42F7,32,IBTS,Y,Shoot: Svereg_note: Gräddfilen.0628
12703,30153,77SE,GOV,13,16,2023,1,29,0940,57.4651,10.8712,57.4454,10.8397,43G0,41,IBTS,Y,Shoot: Svereg_note: Läsö ränna.0070
11681,28584,06NI,GOV,13,395,2023,7,22,0710,55.4178,5.231,55.4178,5.231,39F5,43,G2829,Y,NA
8520,20588,26D4,GOV,44,146,2023,8,30,0413,53.4598,0.6674,53.493,0.6759,35F0,89,IBTS,Y,Vinge afs 21 mtr. Stationen er overført fra SIS.
8520,20580,26D4,GOV,34,114,2023,8,27,1159,52.4377,4.1681,52.4232,4.1191,33F4,23,IBTS,Y,VA 19 m. Stationen er overført fra SIS.
11681,28615,06NI,GOV,54,436,2023,7,30,0711,56.6483,5.4358,56.6483,5.4358,42F5,57,G2829,Y,NA
8520,20543,26D4,GOV,19,79,2023,2,1,1343,54.4071,1.1579,54.399,1.2117,37F1,60,IBTS,Y,Vingeafstand 22m. Stationen er overført fra SIS.
11680,28545,06NI,GOV,21,96,2023,2,7,1535,58.8555,-1.1103,58.8555,-1.1103,46E8,119,G1022,Y,NA
12703,30142,77SE,GOV,45,49,2023,2,7,0830,58.0748,10.736,58.0905,10.729,45G0,234,IBTS,Y,Räkfiskare på spåret  väntade ut. Tog upp efter 15 min eftersom trålen började skeva igen. Troligen
8520,20551,26D4,GOV,33,143,2023,2,8,1015,55.8006,5.5921,55.7999,5.533,40F5,51,IBTS,Y,dist22. Stationen er overført fra SIS.
11681,28562,06NI,GOV,68,450,2023,8,1,1336,54.234,6.1155,54.234,6.1155,37F6,39,G2829,Y,NA
12701,30039,77SE,GOV,4,132,2023,8,22,0823,57.9195,9.469,57.9036,9.4198,44F9,152,IBTS,Y,Shoot: Svereg_note: 25 NW Hirtshals.0621
12703,30131,77SE,GOV,4,5,2023,1,26,0740,57.7846,8.7861,57.7643,8.7433,44F8,218,IBTS,Y,Surface:
9622,24644,64T2,GOV,18,39E918,2023,2,1,1552,55.3013,-0.8216,55.332,-0.8588,39E9,NA,IBTS,Y,NA
12698,29976,77U3,TV3,4,4,2023,11,15,0929,55.8634,12.6484,55.8554,12.6581,40G2,18,SSS,Y,gick ihop några ggr.
9622,24658,64T2,GOV,19,40E919,2023,2,2,0754,55.908,-0.3995,55.8961,-0.3441,40E9,NA,IBTS,Y,NA
8520,20547,26D4,GOV,25,105,2023,2,3,1329,54.5784,2.5444,54.5692,2.5994,38F2,24,IBTS,Y,Vingeafstand 22m. Stationen er overført fra SIS.
11681,28553,06NI,GOV,2,384,2023,7,19,1106,53.3508,4.279,53.3508,4.279,35F4,29,G2829,Y,NA
11680,28538,06NI,GOV,1,39,2023,1,28,0823,54.8013,6.7612,54.8013,6.7612,38F6,43,G1022,Y,NA
12703,30168,77SE,GOV,38,41,2023,2,5,0729,58.6657,10.8235,58.6373,10.839,46G0,83,IBTS,Y,Touchdown: Svereg_note: Persgrund.0123
8520,20532,26D4,GOV,6,24,2023,1,27,0936,57.8804,5.4663,57.9012,5.4173,44F5,139,IBTS,Y,dist 23. Stationen er overført fra SIS.
11681,28563,06NI,GOV,31,413,2023,7,26,0708,54.3315,7.0513,54.3315,7.0513,37F7,39,G2829,Y,NA
12701,30072,77SE,GOV,43,174,2023,9,1,1253,58.0578,11.0804,58.0876,11.0664,45G1,133,IBTS,Y,Svereg_note: 9 W Måseskär.0670
11681,28552,06NI,GOV,3,385,2023,7,19,1326,53.33,3.7817,53.33,3.7817,35F3,27,G2829,Y,NA
8520,20584,26D4,GOV,40,133,2023,8,29,0237,52.2663,3.8784,52.2498,3.9251,33F3,25,IBTS,Y,Vinge afs. 21 mtr. Stationen er overført fra SIS.
11680,28551,06NI,GOV,11,70,2023,2,5,0901,57.8863,-3.1462,57.8863,-3.1462,44E6,79,G1022,Y,NA
12703,30164,77SE,GOV,32,35,2023,2,3,1213,57.8228,11.0442,57.8094,10.992,44G1,49,IBTS,Y,Shoot: Svereg_note: 6.5 ENE Skagens rev.0110
8520,20573,26D4,GOV,24,80,2023,8,24,0230,55.453,2.3407,55.4545,2.3984,39F2,43,IBTS,Y,Vinge afs. 20 mtr. Stationen er overført fra SIS.
11681,28564,06NI,GOV,32,414,2023,7,26,0842,54.3997,7.1078,54.3997,7.1078,37F7,38,G2829,Y,NA
9622,24625,64T2,GOV,11,37F411,2023,1,26,1227,54.206,4.5899,54.1756,4.5868,37F4,NA,IBTS,Y,NA
12701,30065,77SE,GOV,38,169,2023,8,31,0745,57.6762,10.7734,57.7032,10.8006,44G0,26,IBTS,Y,Shoot: Svereg_note: 6 ESE Skagen.0663
8520,20558,26D4,GOV,3,9,2023,8,18,0242,57.5717,8.5266,57.5568,8.4713,44F8,104,IBTS,Y,Vinge afs 22 mtr. Stationen er overført fra SIS.
8355,7559,11BU,BMT,11,ftBRN02,2023,3,1,0732,51.3055,2.5828,51.2935,2.5627,31F2,NA,NA,N,Survey1
8520,20595,26D4,GOV,54,179,2023,9,2,0515,55.1449,6.2153,55.1343,6.1634,39F6,47,IBTS,Y,VA not known. Stationen er overført fra SIS.
9622,24636,64T2,GOV,25,41F025,2023,2,3,1434,56.4128,0.1661,56.4458,0.1773,41F0,NA,IBTS,Y,NA
12699,29987,77U3,TV3,8,8,2023,2,9,0726,55.9266,12.7147,55.9344,12.7001,40G2,39,SSS,Y,le av Ven  vi drar norr motström på botten? vill lyfta hela tiden  får sakta ner-ctd(6S10911) temp y
11681,28585,06NI,GOV,25,407,2023,7,24,1141,55.4675,7.1732,55.4675,7.1732,39F7,30,G2829,Y,NA
9622,24624,64T2,GOV,3,36F603,2023,1,24,1024,53.6166,6.1193,53.6211,6.1844,36F6,NA,IBTS,Y,NA
8520,20536,26D4,GOV,11,50,2023,1,29,0621,55.7989,3.2562,55.7768,3.2126,40F3,62,IBTS,Y,vinge afs. 22 mtr. Stationen er overført fra SIS.
9622,24646,64T2,GOV,30,40F130,2023,2,7,0743,55.7086,1.3385,55.7311,1.3265,40F1,NA,IBTS,Y,NA
11681,28561,06NI,GOV,42,424,2023,7,28,0704,54.3822,6.9957,54.3822,6.9957,37F6,38,G2829,Y,NA
11681,28596,06NI,GOV,66,448,2023,8,1,0710,54.6067,5.5055,54.6067,5.5055,38F5,43,G2829,Y,NA
12701,30050,77SE,GOV,25,155,2023,8,28,1137,56.3506,11.9196,56.3467,11.9599,41G1,32,IBTS,Y,Shoot: Svereg_note: 6 NE Lysegrund.0648
8520,20569,26D4,GOV,18,55,2023,8,22,0635,55.2122,0.7192,55.2436,0.7455,39F0,76,IBTS,Y,Distance 21m. Stationen er overført fra SIS.
12701,30046,77SE,GOV,7,135,2023,8,23,0521,57.1537,5.8569,57.1747,5.8101,43F5,53,IBTS,Y,Svereg_note: Babbas Västra.0624
12703,30149,77SE,GOV,24,27,2023,2,1,1211,56.9273,11.6915,56.9538,11.6614,42G1,57,IBTS,Y,Shoot: Svereg_note: Sanden.0093
11681,28572,06NI,GOV,48,430,2023,7,28,1511,54.3502,7.2217,54.3502,7.2217,37F7,41,G2829,Y,NA
9622,24645,64T2,GOV,34,39F034,2023,2,8,0730,55.152,0.7415,55.1214,0.7533,39F0,NA,IBTS,Y,NA
12701,30075,77SE,GOV,18,148,2023,8,26,1335,58.6595,10.8266,58.6304,10.8425,46G0,82,IBTS,Y,Liftoff: Svereg_note: Persgrund.0640
11681,28616,06NI,GOV,55,437,2023,7,30,0840,56.6653,5.3508,56.6653,5.3508,42F5,59,G2829,Y,NA
11681,28605,06NI,GOV,20,402,2023,7,23,1329,56.6505,5.2585,56.6505,5.2585,42F5,60,G2829,Y,NA
8355,7563,11BU,BMT,2,ftTB1,2023,2,27,0708,51.5005,2.8138,51.4943,2.7909,32F2,NA,NA,N,Survey1
12701,30076,77SE,GOV,30,161,2023,8,29,1220,57.0141,12.2065,57.0444,12.1955,43G2,32,IBTS,Y,Shoot: Svereg_note: Galtabäck.0655
9622,24665,64T2,GOV,43,41F343,2023,2,15,1542,56.1401,3.2973,56.1503,3.351,41F3,NA,IBTS,Y,NA
12703,30139,77SE,GOV,7,9,2023,1,27,0749,57.1541,5.854,57.1753,5.8091,43F5,52,IBTS,Y,Shoot: Svereg_note: Tittut.0055
12703,30175,77SE,GOV,35,38,2023,2,4,0913,58.0089,9.8245,58.0252,9.8624,45F9,149,IBTS,Y,Shoot: Svereg_note: 27 N Hirtshals.0116
12699,29980,77U3,TV3,1,1,2023,2,7,1121,55.9646,12.6489,55.9516,12.6372,40G2,19,SSS,Y,stb vinge höjd 0 8m- ingen ctd/temp
8520,20554,26D4,GOV,37,155,2023,2,9,1300,54.856,3.669,54.8793,3.71,38F3,45,IBTS,Y,dist21. Stationen er overført fra SIS.
12703,30138,77SE,GOV,6,8,2023,1,26,1523,57.4555,8.5809,57.4538,8.5232,43F8,55,IBTS,Y,Shoot: Svereg_note: 20 N Hanstholm.0050
9622,24635,64T2,GOV,24,41F024,2023,2,3,1210,56.1574,0.2195,56.1423,0.2735,41F0,NA,IBTS,Y,NA
12703,30160,77SE,GOV,12,15,2023,1,29,0722,57.6511,10.9972,57.6701,10.9639,44G0,32,IBTS,Y,Touchdown: Svereg_note: Hertas flak.0069
12701,30069,77SE,GOV,40,171,2023,8,31,1430,57.7407,11.5049,57.7125,11.5268,44G1,47,IBTS,Y,Surface: Svereg_note: Hönesand.0665
8520,20570,26D4,GOV,19,58,2023,8,22,1018,55.2449,1.413,55.2145,1.3925,39F1,40,IBTS,Y,Distance 22 m. Stationen er overført fra SIS.
9622,24656,64T2,GOV,15,40E815,2023,2,1,0822,55.9438,-1.1861,55.9538,-1.1323,40E8,NA,IBTS,Y,NA
9622,24654,64T2,GOV,9,38F509,2023,1,26,0739,54.6003,5.381,54.5681,5.3723,38F5,NA,IBTS,Y,NA
11681,28613,06NI,GOV,64,446,2023,7,31,1327,56.6007,5.4058,56.6007,5.4058,42F5,56,G2829,Y,NA
8520,20583,26D4,GOV,39,126,2023,8,28,1257,52.2603,2.3563,52.2274,2.3643,33F2,42,IBTS,Y,VA 19m. Stationen er overført fra SIS.
11680,28546,06NI,GOV,20,95,2023,2,7,1325,58.8867,-0.6605,58.8867,-0.6605,46E9,134,G1022,Y,NA
12703,30163,77SE,GOV,2,3,2023,1,25,1230,57.8674,11.2255,57.8884,11.1893,44G1,66,IBTS,Y,Shoot: Svereg_note: 13 W Marstrand.0042
11681,28602,06NI,GOV,17,399,2023,7,23,0843,56.6335,5.4057,56.6335,5.4057,42F5,57,G2829,Y,NA
9622,24632,64T2,GOV,27,41E827,2023,2,6,1014,56.2768,-1.5611,56.2763,-1.5015,41E8,NA,IBTS,Y,NA
